Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
181.2427589893341	0	-359.40283	149.73093	106.68975	-845.4355	103.40310077519379	29.203249097096265	40017	40017
593.2748780250549	1	-211.68047	109.27436	136.78448	-547.5537	103.86259541984732	54.15477254777694	40818	80835
5047.070881128311	2	-187.54204	85.099556	157.9578	-448.64465	96.86440677966101	30.63573404433154	40005	120840
15585.633627176285	3	-182.01974	85.49735	184.13795	-432.60617	98.69704433497537	28.528170178388564	40071	160911
16037.260686159134	4	-174.58197	86.49421	208.62381	-523.15283	109.05177111716621	59.09678977963389	40022	200933
16479.611354112625	5	-160.73145	88.513145	135.37468	-598.5423	120.07784431137725	71.71500431886484	40106	241039
17137.91450214386	6	-131.87115	89.5788	250.1511	-406.91132	132.25082508250824	62.75561424909555	40072	281111
17934.9807202816	7	-114.1549	118.11408	223.32687	-440.95172	156.7093023255814	95.41344544864455	40431	321542
18836.79188299179	8	-114.342865	112.54439	237.51324	-435.75903	185.1705069124424	117.72542238131169	40182	361724
19484.78935623169	9	-89.30119	108.20088	200.47525	-413.93167	176.14473684210526	101.28741941597828	40161	401885
21911.299710989	10	-69.59839	118.31973	237.57816	-334.52185	217.43478260869566	182.86588126083163	40008	441893
24680.4042429924	11	-50.072662	115.803116	197.43552	-329.69467	226.51977401129943	198.24578394489586	40094	481987
24783.855552196503	12	-27.687927	132.62172	246.33044	-275.3482	239.7005988023952	188.08322514376383	40030	522017
24889.694322109222	13	-25.629679	127.383095	233.03503	-259.58267	238.47619047619048	189.7418971348834	40064	562081
25019.048619031906	14	-13.418901	136.43912	221.85464	-247.56096	317.468253968254	278.0978383992731	40001	602082
25412.769292116165	15	-2.0186522	139.45375	231.14932	-332.00858	354.88495575221236	288.4148239231583	40102	642184
25520.771722078323	16	40.902233	138.79868	244.26254	-254.93713	297.1185185185185	231.48563836267593	40111	682295
25661.340532064438	17	17.299746	140.33865	231.61942	-336.61124	455.14772727272725	356.4121892292663	40053	722348
26923.942770004272	18	23.60902	143.95656	236.83356	-329.24695	452.1573033707865	354.79615603089786	40242	762590
27070.944744110107	19	40.99366	128.776	235.47076	-191.7306	476.3764705882353	357.69138773268145	40492	803082
27223.17813205719	20	48.01269	127.256035	244.89117	-237.98541	449.0	357.8754157340417	40859	843941
27465.282316207886	21	74.62691	131.75273	233.7389	-248.1413	474.13953488372096	346.20434088309077	40776	884717
31083.559928178787	22	72.40395	140.57213	218.90074	-333.0171	428.3829787234043	323.7298291221673	40268	924985
31490.951206207275	23	92.52049	116.53593	232.2186	-96.5963	475.4235294117647	352.6035726511669	40411	965396
31736.31054019928	24	124.65921	106.980896	244.00354	-151.22516	372.8611111111111	284.80199289036057	40269	1005665
31989.915133953094	25	140.13074	103.02106	254.52074	-195.1669	337.56302521008405	255.97687785073367	40170	1045835
32181.660538196564	26	153.2856	94.06816	268.85703	-272.05197	261.5359477124183	170.519852068878	40015	1085850
32368.902076005936	27	162.23518	81.344246	260.39484	-200.34985	236.15882352941176	160.24823962995126	40147	1125997
